sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13
le pompier attend le repas chaud et mettent la nappe sur la table,-10.294808387756348,-13.93603229522705,-12.923483848571777,-8.398520469665527,-11.785896301269531,-8.685705184936523
le pompier arrive au lieu de rendez-vous et met la nappe sur la table,-11.350422859191895,-13.936938285827637,-10.768226623535156,-6.371506690979004,-5.734080791473389,-6.193231582641602
les pompiers arrivent au lieu de rendez-vous et met la nappe sur la table,-11.260876655578613,-14.113533020019531,-10.892111778259277,-8.157405853271484,-8.783504486083984,-7.575196266174316
les pompiers arrivent au lieu de rendez-vous et mettent la nappe sur la table,-11.761161804199219,-14.298707008361816,-11.278965950012207,-6.92475700378418,-5.8843841552734375,-4.85595703125
le pompier arrive au lieu de rendez-vous et mettent la nappe sur la table,-12.22516918182373,-14.305723190307617,-11.38032054901123,-10.480611801147461,-9.22288703918457,-8.658470153808594
le dame poursuit une nouvelle mission et grandit très rapidement,-12.383243560791016,-12.099621772766113,-13.771690368652344,-9.071560859680176,-10.984598159790039,-10.59432315826416
les dames poursuivent une nouvelle mission et grandit très rapidement,-13.117423057556152,-12.954704284667969,-13.044160842895508,-10.222611427307129,-10.463984489440918,-10.344378471374512
les dames poursuivent une nouvelle mission et grandissent très rapidement,-21.00882863998413,-17.889697074890137,-22.2629337310791,-9.843062400817871,-10.7708101272583,-9.608296394348145
le dame poursuit une nouvelle mission et grandissent très rapidement,-22.549466133117676,-19.18097972869873,-24.785923957824707,-16.816513538360596,-14.361731052398682,-13.523998260498047
le dame poursuit une nouvelle mission et apprend une nouvelle histoire,-13.154558181762695,-13.103689193725586,-12.894143104553223,-9.17125129699707,-8.359447479248047,-8.578306198120117
les dames poursuivent une nouvelle mission et apprend une nouvelle histoire,-12.405268669128418,-12.151068687438965,-11.663962364196777,-11.229823112487793,-10.54172134399414,-12.03423023223877
les dames poursuivent une nouvelle mission et apprennent une nouvelle histoire,-13.40287971496582,-12.250234603881836,-13.490791320800781,-7.9211530685424805,-10.016993522644043,-9.363123893737793
le dame poursuit une nouvelle mission et apprennent une nouvelle histoire,-16.553990364074707,-14.768852233886719,-15.930254936218262,-13.138450622558594,-12.674559593200684,-11.786285400390625
le dame poursuit une nouvelle mission et descend les escaliers de la maison,-9.943679809570312,-11.94031047821045,-11.742993354797363,-11.13882064819336,-10.084306716918945,-9.910307884216309
les dames poursuivent une nouvelle mission et descend les escaliers de la maison,-10.223978996276855,-12.721736907958984,-10.901476860046387,-9.201630592346191,-9.526444435119629,-8.81728458404541
les dames poursuivent une nouvelle mission et descendent les escaliers de la maison,-13.859786987304688,-14.491623878479004,-13.030229568481445,-9.318807601928711,-10.359357833862305,-9.019102096557617
le dame poursuit une nouvelle mission et descendent les escaliers de la maison,-13.434134006500244,-14.733588695526123,-15.100096225738525,-18.353522777557373,-16.987212657928467,-16.023446559906006
le dame poursuit une nouvelle mission et attend le repas chaud,-9.945379257202148,-10.697665214538574,-12.040596008300781,-10.669469833374023,-9.092254638671875,-8.023038864135742
les dames poursuivent une nouvelle mission et attend le repas chaud,-10.088472366333008,-12.733291625976562,-11.559585571289062,-9.751038551330566,-9.498384475708008,-8.463953971862793
les dames poursuivent une nouvelle mission et attendent le repas chaud,-14.382277488708496,-16.091607093811035,-12.478738784790039,-9.772665977478027,-9.70388126373291,-8.726739883422852
le dame poursuit une nouvelle mission et attendent le repas chaud,-16.051831245422363,-16.73151445388794,-15.276264190673828,-17.043088912963867,-14.286276817321777,-13.590789794921875
le dame poursuit une nouvelle mission et arrive au lieu de rendez-vous,-10.290130615234375,-12.256896018981934,-11.742740631103516,-8.210797309875488,-5.800731182098389,-7.040558338165283
les dames poursuivent une nouvelle mission et arrive au lieu de rendez-vous,-10.862603187561035,-13.210493087768555,-11.029681205749512,-8.397391319274902,-6.776468276977539,-8.379508972167969
les dames poursuivent une nouvelle mission et arrivent au lieu de rendez-vous,-12.212905883789062,-12.530040740966797,-10.170560836791992,-7.394204616546631,-5.641708850860596,-5.982930660247803
le dame poursuit une nouvelle mission et arrivent au lieu de rendez-vous,-12.796239852905273,-11.954815864562988,-11.573601722717285,-12.056541442871094,-10.23560619354248,-8.169404983520508
le dame poursuit une nouvelle mission et met la nappe sur la table,-10.378667831420898,-10.554585456848145,-10.767457962036133,-6.48288631439209,-5.843380928039551,-5.024188041687012
les dames poursuivent une nouvelle mission et met la nappe sur la table,-10.101761817932129,-10.606284141540527,-10.029389381408691,-8.219697952270508,-7.367629528045654,-7.1676859855651855
les dames poursuivent une nouvelle mission et mettent la nappe sur la table,-10.070998191833496,-12.267315864562988,-12.091092109680176,-5.6493306159973145,-5.429849624633789,-6.306122779846191
le dame poursuit une nouvelle mission et mettent la nappe sur la table,-11.02212905883789,-13.781961441040039,-14.503588676452637,-10.377731323242188,-10.136845588684082,-9.240569114685059
le dame grandit très rapidement et apprend une nouvelle histoire,-12.616772651672363,-15.592803955078125,-11.876814842224121,-9.758951187133789,-13.38135051727295,-8.233991622924805
les dames grandissent très rapidement et apprend une nouvelle histoire,-11.20162296295166,-14.376691818237305,-10.564349174499512,-11.573307037353516,-11.98894214630127,-10.799369812011719
les dames grandissent très rapidement et apprennent une nouvelle histoire,-11.735326766967773,-12.812851905822754,-11.620940208435059,-8.441070556640625,-8.678048133850098,-7.891242027282715
le dame grandit très rapidement et apprennent une nouvelle histoire,-17.728267669677734,-17.227277755737305,-14.791075706481934,-13.637410163879395,-12.445926666259766,-12.080255508422852
le dame grandit très rapidement et descend les escaliers de la maison,-9.903071403503418,-10.82987117767334,-9.394867897033691,-8.515026092529297,-9.433856964111328,-8.20183277130127
les dames grandissent très rapidement et descend les escaliers de la maison,-10.545686721801758,-13.018691062927246,-10.132467269897461,-8.243231773376465,-9.755038261413574,-8.95598316192627
les dames grandissent très rapidement et descendent les escaliers de la maison,-11.89045524597168,-14.113016128540039,-10.4957857131958,-8.38193416595459,-9.825080871582031,-9.29698657989502
le dame grandit très rapidement et descendent les escaliers de la maison,-14.303165912628174,-16.48919439315796,-11.245101928710938,-13.805084228515625,-10.130502700805664,-13.985284328460693
le dame grandit très rapidement et attend le repas chaud,-9.05866813659668,-9.953227996826172,-9.878908157348633,-8.854920387268066,-12.822244644165039,-8.74593734741211
les dames grandissent très rapidement et attend le repas chaud,-8.64702033996582,-12.413430213928223,-9.721294403076172,-8.419898986816406,-10.216878890991211,-8.07614517211914
les dames grandissent très rapidement et attendent le repas chaud,-10.473586082458496,-15.803304672241211,-9.817797660827637,-8.468647003173828,-10.253049850463867,-8.94272518157959
le dame grandit très rapidement et attendent le repas chaud,-14.19363021850586,-17.05586528778076,-12.153877258300781,-14.946419715881348,-13.274768829345703,-14.276443004608154
le dame grandit très rapidement et arrive au lieu de rendez-vous,-8.603922843933105,-11.303014755249023,-8.918630599975586,-5.772541046142578,-8.256250381469727,-4.6488847732543945
les dames grandissent très rapidement et arrive au lieu de rendez-vous,-9.127594947814941,-13.022934913635254,-8.569093704223633,-7.994349479675293,-8.965770721435547,-8.104142189025879
les dames grandissent très rapidement et arrivent au lieu de rendez-vous,-10.561419486999512,-12.203542709350586,-10.580798149108887,-7.002064228057861,-7.106072425842285,-6.660965442657471
le dame grandit très rapidement et arrivent au lieu de rendez-vous,-10.684929847717285,-11.670083045959473,-10.594542503356934,-12.423237800598145,-13.38134479522705,-10.883848190307617
le dame grandit très rapidement et met la nappe sur la table,-10.877596855163574,-11.91051959991455,-10.157949447631836,-7.8575663566589355,-10.334440231323242,-6.069282054901123
les dames grandissent très rapidement et met la nappe sur la table,-9.824530601501465,-12.859766960144043,-10.225088119506836,-8.857701301574707,-9.328872680664062,-9.097911834716797
les dames grandissent très rapidement et mettent la nappe sur la table,-10.846104621887207,-13.527549743652344,-12.757020950317383,-6.998593807220459,-6.671702861785889,-5.653670310974121
le dame grandit très rapidement et mettent la nappe sur la table,-12.83644962310791,-14.819459915161133,-13.836627006530762,-12.28264331817627,-13.29360580444336,-10.000190734863281
le dame apprend une nouvelle histoire et descend les escaliers de la maison,-11.313776016235352,-10.869389533996582,-11.782205581665039,-11.7944974899292,-8.849227905273438,-8.949980735778809
les dames apprennent une nouvelle histoire et descend les escaliers de la maison,-12.176012992858887,-12.702072143554688,-11.563492774963379,-10.264486312866211,-8.433853149414062,-8.752764701843262
les dames apprennent une nouvelle histoire et descendent les escaliers de la maison,-15.18382453918457,-13.35644817352295,-14.570277690887451,-10.535537719726562,-10.246567726135254,-11.400850296020508
le dame apprend une nouvelle histoire et descendent les escaliers de la maison,-15.124356746673584,-14.96428632736206,-14.264228820800781,-17.941792964935303,-16.63861608505249,-15.782535076141357
le dame apprend une nouvelle histoire et attend le repas chaud,-9.173590660095215,-11.575493812561035,-11.430036544799805,-10.083121299743652,-8.007375717163086,-8.52153205871582
les dames apprennent une nouvelle histoire et attend le repas chaud,-10.364847183227539,-12.988746643066406,-10.682125091552734,-11.044967651367188,-10.1994047164917,-10.723701477050781
les dames apprennent une nouvelle histoire et attendent le repas chaud,-13.670382499694824,-16.40036678314209,-15.214906215667725,-11.21496295928955,-11.420724868774414,-11.646323204040527
le dame apprend une nouvelle histoire et attendent le repas chaud,-14.906419277191162,-18.679540157318115,-16.702159881591797,-16.847469329833984,-14.416039943695068,-14.490977764129639
le dame apprend une nouvelle histoire et arrive au lieu de rendez-vous,-9.473694801330566,-11.013931274414062,-10.224740028381348,-9.156095504760742,-8.215553283691406,-8.67326831817627
les dames apprennent une nouvelle histoire et arrive au lieu de rendez-vous,-11.71926498413086,-13.590665817260742,-11.190360069274902,-11.758066177368164,-11.798946380615234,-11.80150032043457
les dames apprennent une nouvelle histoire et arrivent au lieu de rendez-vous,-12.933794021606445,-13.346538543701172,-11.494762420654297,-10.916521072387695,-10.35639762878418,-10.38110065460205
le dame apprend une nouvelle histoire et arrivent au lieu de rendez-vous,-12.742746353149414,-13.261337280273438,-12.964720726013184,-12.574606895446777,-12.393969535827637,-10.784798622131348
le dame apprend une nouvelle histoire et met la nappe sur la table,-10.838173866271973,-11.584943771362305,-11.10417652130127,-7.07420015335083,-7.197819709777832,-6.758110046386719
les dames apprennent une nouvelle histoire et met la nappe sur la table,-12.642525672912598,-12.92601490020752,-11.600382804870605,-9.558055877685547,-9.820140838623047,-9.669563293457031
les dames apprennent une nouvelle histoire et mettent la nappe sur la table,-12.25906753540039,-12.873705863952637,-12.69218635559082,-8.605850219726562,-9.416175842285156,-9.733019828796387
le dame apprend une nouvelle histoire et mettent la nappe sur la table,-12.484903335571289,-14.628042221069336,-15.149319648742676,-10.716934204101562,-10.84012222290039,-10.86950969696045
le dame descend les escaliers de la maison et attend le repas chaud,-8.1651611328125,-10.539067268371582,-9.65519905090332,-10.83262825012207,-9.78057861328125,-9.241353988647461
les dames descendent les escaliers de la maison et attend le repas chaud,-9.653484344482422,-14.435148239135742,-9.726394653320312,-8.622278213500977,-9.190374374389648,-8.76009750366211
les dames descendent les escaliers de la maison et attendent le repas chaud,-11.428452491760254,-18.684870719909668,-10.489442825317383,-8.638565063476562,-9.215789794921875,-9.158162117004395
le dame descend les escaliers de la maison et attendent le repas chaud,-10.97751522064209,-17.81859827041626,-11.443843841552734,-14.752140045166016,-11.570271492004395,-14.12993860244751
le dame descend les escaliers de la maison et arrive au lieu de rendez-vous,-9.60444450378418,-11.889047622680664,-11.56297779083252,-9.54150676727295,-7.783390045166016,-6.917913436889648
les dames descendent les escaliers de la maison et arrive au lieu de rendez-vous,-11.650084495544434,-15.628875732421875,-11.4568452835083,-8.447128295898438,-8.61474895477295,-8.380228042602539
les dames descendent les escaliers de la maison et arrivent au lieu de rendez-vous,-11.838008880615234,-15.633014678955078,-9.842493057250977,-7.371682643890381,-6.154873371124268,-7.1178059577941895
le dame descend les escaliers de la maison et arrivent au lieu de rendez-vous,-11.539466857910156,-12.830788612365723,-10.123282432556152,-12.448243141174316,-8.158050537109375,-9.344053268432617
le dame descend les escaliers de la maison et met la nappe sur la table,-9.669719696044922,-11.826431274414062,-10.89856243133545,-9.436269760131836,-8.673582077026367,-7.02708101272583
les dames descendent les escaliers de la maison et met la nappe sur la table,-11.356643676757812,-14.500049591064453,-11.186100959777832,-8.715593338012695,-9.347402572631836,-7.849768161773682
les dames descendent les escaliers de la maison et mettent la nappe sur la table,-11.439729690551758,-15.473733901977539,-11.259017944335938,-6.580039024353027,-5.882985591888428,-6.344245910644531
le dame descend les escaliers de la maison et mettent la nappe sur la table,-11.085673332214355,-14.553825378417969,-12.614814758300781,-11.436614990234375,-8.553672790527344,-8.602017402648926
le dame attend le repas chaud et arrive au lieu de rendez-vous,-8.214151382446289,-10.592836380004883,-8.226491928100586,-8.024618148803711,-8.439077377319336,-8.048782348632812
les dames attendent le repas chaud et arrive au lieu de rendez-vous,-9.214235305786133,-14.014139175415039,-7.930625915527344,-7.653506755828857,-8.314863204956055,-8.595504760742188
les dames attendent le repas chaud et arrivent au lieu de rendez-vous,-9.126852035522461,-13.738094329833984,-7.938141822814941,-7.282930374145508,-8.63112735748291,-8.644620895385742
le dame attend le repas chaud et arrivent au lieu de rendez-vous,-9.892871856689453,-11.963668823242188,-9.795400619506836,-11.486998558044434,-14.151154518127441,-12.239516258239746
le dame attend le repas chaud et met la nappe sur la table,-9.289227485656738,-10.337044715881348,-9.398246765136719,-8.244062423706055,-7.644425392150879,-7.104054927825928
les dames attendent le repas chaud et met la nappe sur la table,-9.649934768676758,-12.994138717651367,-9.074291229248047,-7.8844380378723145,-8.396777153015137,-7.0644941329956055
les dames attendent le repas chaud et mettent la nappe sur la table,-8.973152160644531,-13.875178337097168,-9.670732498168945,-6.051644325256348,-7.865874767303467,-6.212247371673584
le dame attend le repas chaud et mettent la nappe sur la table,-9.88903522491455,-13.201218605041504,-12.760866165161133,-9.985918998718262,-13.455524444580078,-9.754871368408203
le dame arrive au lieu de rendez-vous et met la nappe sur la table,-11.528301239013672,-13.037425994873047,-10.679134368896484,-7.134355545043945,-5.69271993637085,-6.691332817077637
les dames arrivent au lieu de rendez-vous et met la nappe sur la table,-11.371819496154785,-13.944864273071289,-10.914382934570312,-8.045331954956055,-8.284707069396973,-7.316723823547363
les dames arrivent au lieu de rendez-vous et mettent la nappe sur la table,-11.663734436035156,-14.231220245361328,-11.215997695922852,-6.616789817810059,-5.6190900802612305,-5.066117286682129
le dame arrive au lieu de rendez-vous et mettent la nappe sur la table,-12.196714401245117,-14.037899017333984,-11.449950218200684,-10.933292388916016,-10.261655807495117,-9.059507369995117
l'enfant poursuit une nouvelle mission et grandit très rapidement,-11.604043960571289,-11.290044784545898,-12.498838424682617,-8.605822563171387,-9.90506362915039,-8.96334457397461
les enfants poursuivent une nouvelle mission et grandit très rapidement,-12.468040466308594,-11.79937744140625,-12.397822380065918,-10.16604995727539,-11.044246673583984,-11.390050888061523
les enfants poursuivent une nouvelle mission et grandissent très rapidement,-20.167236328125,-17.521217346191406,-23.190287590026855,-10.43906307220459,-10.779866218566895,-9.792390823364258
l'enfant poursuit une nouvelle mission et grandissent très rapidement,-22.757121562957764,-17.619525909423828,-25.036492824554443,-17.72398567199707,-14.156645774841309,-11.810802459716797
l'enfant poursuit une nouvelle mission et apprend une nouvelle histoire,-12.289366722106934,-11.105741500854492,-11.034466743469238,-8.589484214782715,-6.973757266998291,-8.086723327636719
les enfants poursuivent une nouvelle mission et apprend une nouvelle histoire,-12.751008987426758,-11.2092866897583,-11.210223197937012,-11.190648078918457,-10.955666542053223,-11.435596466064453
les enfants poursuivent une nouvelle mission et apprennent une nouvelle histoire,-13.843214988708496,-11.758769989013672,-13.196012496948242,-7.33983039855957,-9.377250671386719,-9.082468032836914
l'enfant poursuit une nouvelle mission et apprennent une nouvelle histoire,-14.65233039855957,-12.011948585510254,-13.398479461669922,-13.94714069366455,-11.889835357666016,-11.810186386108398
l'enfant poursuit une nouvelle mission et descend les escaliers de la maison,-9.44005012512207,-11.014606475830078,-11.197850227355957,-10.1976900100708,-9.440485000610352,-9.116506576538086
les enfants poursuivent une nouvelle mission et descend les escaliers de la maison,-9.92349624633789,-12.05302906036377,-11.079429626464844,-9.204057693481445,-9.019676208496094,-8.284085273742676
les enfants poursuivent une nouvelle mission et descendent les escaliers de la maison,-13.012185096740723,-13.790115356445312,-13.35412883758545,-9.309682846069336,-9.637673377990723,-8.461763381958008
l'enfant poursuit une nouvelle mission et descendent les escaliers de la maison,-13.718374252319336,-14.198959350585938,-13.944833755493164,-18.735958099365234,-16.760633945465088,-15.842796325683594
l'enfant poursuit une nouvelle mission et attend le repas chaud,-8.830425262451172,-10.542141914367676,-11.818147659301758,-9.721214294433594,-8.513877868652344,-7.649575710296631
les enfants poursuivent une nouvelle mission et attend le repas chaud,-9.724853515625,-11.738787651062012,-11.321166038513184,-9.621280670166016,-9.694778442382812,-8.487968444824219
les enfants poursuivent une nouvelle mission et attendent le repas chaud,-13.414203643798828,-14.903963565826416,-12.3297700881958,-9.644817352294922,-9.77897834777832,-8.655585289001465
l'enfant poursuit une nouvelle mission et attendent le repas chaud,-13.723412990570068,-15.747668266296387,-13.916176795959473,-18.228118896484375,-14.442805290222168,-13.865778923034668
l'enfant poursuit une nouvelle mission et arrive au lieu de rendez-vous,-9.51164436340332,-10.81529712677002,-10.91562557220459,-7.731869220733643,-5.223609447479248,-6.5418243408203125
les enfants poursuivent une nouvelle mission et arrive au lieu de rendez-vous,-10.942258834838867,-12.171492576599121,-10.487552642822266,-8.513081550598145,-7.4153361320495605,-7.842021942138672
les enfants poursuivent une nouvelle mission et arrivent au lieu de rendez-vous,-11.317337989807129,-11.55472183227539,-10.027609825134277,-7.244727611541748,-5.037002086639404,-5.40410852432251
l'enfant poursuit une nouvelle mission et arrivent au lieu de rendez-vous,-12.354832649230957,-11.776412963867188,-10.746525764465332,-11.657729148864746,-9.088217735290527,-8.392585754394531
l'enfant poursuit une nouvelle mission et met la nappe sur la table,-8.876426696777344,-10.0780029296875,-10.177817344665527,-6.501253604888916,-5.2804765701293945,-5.666408061981201
les enfants poursuivent une nouvelle mission et met la nappe sur la table,-9.985142707824707,-9.980521202087402,-10.145259857177734,-8.243477821350098,-7.962208271026611,-7.657654285430908
les enfants poursuivent une nouvelle mission et mettent la nappe sur la table,-9.579427719116211,-11.304101943969727,-12.669133186340332,-5.592877388000488,-4.708192348480225,-6.158956050872803
l'enfant poursuit une nouvelle mission et mettent la nappe sur la table,-10.375114440917969,-13.201447486877441,-13.509085655212402,-10.275982856750488,-8.767742156982422,-8.854379653930664
l'enfant grandit très rapidement et apprend une nouvelle histoire,-12.316431999206543,-13.646352767944336,-10.665973663330078,-8.112248420715332,-8.676193237304688,-7.183329105377197
les enfants grandissent très rapidement et apprend une nouvelle histoire,-11.964012145996094,-13.39453125,-10.155774116516113,-11.007184028625488,-10.7501802444458,-10.27303695678711
les enfants grandissent très rapidement et apprennent une nouvelle histoire,-12.037208557128906,-12.966405868530273,-11.169031143188477,-7.716487407684326,-7.119447231292725,-7.961791515350342
l'enfant grandit très rapidement et apprennent une nouvelle histoire,-14.570381164550781,-13.534672737121582,-13.73753833770752,-14.414887428283691,-11.081356525421143,-12.688017845153809
l'enfant grandit très rapidement et descend les escaliers de la maison,-10.124706268310547,-9.272192001342773,-8.662808418273926,-8.341681480407715,-8.49974250793457,-8.272167205810547
les enfants grandissent très rapidement et descend les escaliers de la maison,-10.64721965789795,-12.52290153503418,-10.650382995605469,-7.708205223083496,-8.467044830322266,-8.387933731079102
les enfants grandissent très rapidement et descendent les escaliers de la maison,-11.658196449279785,-13.734338760375977,-10.96117115020752,-7.867918968200684,-8.493536949157715,-8.594022750854492
l'enfant grandit très rapidement et descendent les escaliers de la maison,-15.612171173095703,-13.555374145507812,-10.261521339416504,-15.2915678024292,-13.009748458862305,-14.388343811035156
l'enfant grandit très rapidement et attend le repas chaud,-9.047162055969238,-9.467029571533203,-9.03951644897461,-7.840827941894531,-10.06922435760498,-7.742727756500244
les enfants grandissent très rapidement et attend le repas chaud,-8.516575813293457,-11.539754867553711,-9.634851455688477,-7.905783653259277,-9.807107925415039,-7.956352233886719
les enfants grandissent très rapidement et attendent le repas chaud,-9.70822811126709,-15.038662433624268,-9.774520874023438,-7.9757280349731445,-9.818489074707031,-8.582982063293457
l'enfant grandit très rapidement et attendent le repas chaud,-13.06471586227417,-15.869393825531006,-11.396075248718262,-14.981864929199219,-13.60246753692627,-13.902177810668945
l'enfant grandit très rapidement et arrive au lieu de rendez-vous,-8.834490776062012,-9.582258224487305,-8.315474510192871,-6.022427558898926,-7.2108001708984375,-4.289089679718018
les enfants grandissent très rapidement et arrive au lieu de rendez-vous,-9.53957748413086,-11.41029167175293,-8.218379020690918,-7.716794013977051,-8.776695251464844,-7.676328182220459
les enfants grandissent très rapidement et arrivent au lieu de rendez-vous,-9.556893348693848,-11.045295715332031,-9.897047996520996,-6.38046932220459,-6.998218059539795,-6.2161407470703125
l'enfant grandit très rapidement et arrivent au lieu de rendez-vous,-10.946742057800293,-10.452415466308594,-8.583453178405762,-11.700858116149902,-10.59565258026123,-10.319671630859375
l'enfant grandit très rapidement et met la nappe sur la table,-10.666618347167969,-11.563811302185059,-9.393842697143555,-7.226736545562744,-7.31285285949707,-6.503998279571533
les enfants grandissent très rapidement et met la nappe sur la table,-9.850381851196289,-12.093549728393555,-10.57512092590332,-9.319196701049805,-9.151814460754395,-9.54764175415039
les enfants grandissent très rapidement et mettent la nappe sur la table,-10.14242935180664,-12.972066879272461,-12.723880767822266,-6.79354190826416,-6.315471172332764,-5.192819118499756
l'enfant grandit très rapidement et mettent la nappe sur la table,-13.56715202331543,-13.641260147094727,-11.85641860961914,-11.29722785949707,-9.154542922973633,-9.101580619812012
l'enfant apprend une nouvelle histoire et descend les escaliers de la maison,-11.47323226928711,-10.71782112121582,-11.330159187316895,-10.870072364807129,-8.83493423461914,-8.731801986694336
les enfants apprennent une nouvelle histoire et descend les escaliers de la maison,-12.037694931030273,-11.682806015014648,-11.734519958496094,-10.404744148254395,-8.038764953613281,-8.22365665435791
les enfants apprennent une nouvelle histoire et descendent les escaliers de la maison,-14.462224960327148,-12.727293014526367,-14.9230318069458,-10.69086742401123,-8.791577339172363,-9.654688835144043
l'enfant apprend une nouvelle histoire et descendent les escaliers de la maison,-16.0138258934021,-14.56836223602295,-13.825516700744629,-18.41908884048462,-16.887460708618164,-15.642795085906982
l'enfant apprend une nouvelle histoire et attend le repas chaud,-9.202475547790527,-11.887364387512207,-10.497055053710938,-9.729829788208008,-7.850294589996338,-7.89193058013916
les enfants apprennent une nouvelle histoire et attend le repas chaud,-9.986936569213867,-11.536686897277832,-10.39631175994873,-10.863490104675293,-9.681845664978027,-9.984672546386719
les enfants apprennent une nouvelle histoire et attendent le repas chaud,-12.685722351074219,-15.672983646392822,-15.129018306732178,-11.211769104003906,-9.827936172485352,-10.398523330688477
l'enfant apprend une nouvelle histoire et attendent le repas chaud,-14.054436206817627,-18.985683917999268,-15.690526962280273,-18.001026153564453,-14.645922660827637,-14.19282054901123
l'enfant apprend une nouvelle histoire et arrive au lieu de rendez-vous,-9.832271575927734,-10.8764009475708,-9.028813362121582,-8.930597305297852,-7.825477123260498,-8.011503219604492
les enfants apprennent une nouvelle histoire et arrive au lieu de rendez-vous,-11.447882652282715,-11.589948654174805,-10.767873764038086,-12.0181303024292,-11.440217971801758,-10.731062889099121
les enfants apprennent une nouvelle histoire et arrivent au lieu de rendez-vous,-11.797554016113281,-11.884589195251465,-10.92579460144043,-11.103536605834961,-9.942085266113281,-9.176580429077148
l'enfant apprend une nouvelle histoire et arrivent au lieu de rendez-vous,-13.330167770385742,-13.47498893737793,-11.41149616241455,-12.80846881866455,-11.732112884521484,-10.918415069580078
l'enfant apprend une nouvelle histoire et met la nappe sur la table,-10.563986778259277,-11.794629096984863,-10.470389366149902,-7.193737983703613,-6.804720401763916,-6.714051723480225
les enfants apprennent une nouvelle histoire et met la nappe sur la table,-12.661745071411133,-11.856138229370117,-11.897231101989746,-9.744776725769043,-9.694673538208008,-9.683036804199219
les enfants apprennent une nouvelle histoire et mettent la nappe sur la table,-11.916703224182129,-11.988301277160645,-13.001054763793945,-8.846110343933105,-8.696410179138184,-8.702695846557617
l'enfant apprend une nouvelle histoire et mettent la nappe sur la table,-12.430187225341797,-14.41451644897461,-14.281296730041504,-11.069881439208984,-10.238381385803223,-10.425772666931152
l'enfant descend les escaliers de la maison et attend le repas chaud,-8.383187294006348,-10.462186813354492,-7.93440580368042,-8.570404052734375,-8.520633697509766,-8.445274353027344
les enfants descendent les escaliers de la maison et attend le repas chaud,-8.851842880249023,-11.58657169342041,-9.571776390075684,-8.448063850402832,-9.17228889465332,-8.508413314819336
les enfants descendent les escaliers de la maison et attendent le repas chaud,-10.342373847961426,-16.60787057876587,-10.35729694366455,-8.471518516540527,-9.183244705200195,-8.851943969726562
l'enfant descend les escaliers de la maison et attendent le repas chaud,-10.94710922241211,-18.084088802337646,-10.106235980987549,-14.22356653213501,-11.823833465576172,-14.444131851196289
l'enfant descend les escaliers de la maison et arrive au lieu de rendez-vous,-10.501593589782715,-11.15388011932373,-9.35694694519043,-8.21567153930664,-7.92900276184082,-6.652285099029541
les enfants descendent les escaliers de la maison et arrive au lieu de rendez-vous,-11.488207817077637,-13.454391479492188,-11.251387596130371,-8.670665740966797,-8.792845726013184,-7.8525071144104
les enfants descendent les escaliers de la maison et arrivent au lieu de rendez-vous,-10.706644058227539,-13.15986156463623,-9.258570671081543,-7.334461212158203,-5.813512802124023,-6.7536725997924805
l'enfant descend les escaliers de la maison et arrivent au lieu de rendez-vous,-12.114489555358887,-12.29457950592041,-7.570169448852539,-10.5196533203125,-7.591456413269043,-8.985810279846191
l'enfant descend les escaliers de la maison et met la nappe sur la table,-9.391435623168945,-11.976873397827148,-9.50946044921875,-7.379086017608643,-7.762623310089111,-6.721157073974609
les enfants descendent les escaliers de la maison et met la nappe sur la table,-10.636088371276855,-12.624584197998047,-11.296372413635254,-9.122200012207031,-9.392151832580566,-7.94385290145874
les enfants descendent les escaliers de la maison et mettent la nappe sur la table,-10.367185592651367,-14.0265531539917,-11.530911445617676,-6.842687129974365,-5.577698707580566,-5.958747863769531
l'enfant descend les escaliers de la maison et mettent la nappe sur la table,-11.401283264160156,-14.230504035949707,-10.30780029296875,-9.567432403564453,-7.604007720947266,-8.1371431350708
l'enfant attend le repas chaud et arrive au lieu de rendez-vous,-8.309306144714355,-10.2981538772583,-7.360889911651611,-7.006850242614746,-8.060322761535645,-7.116868019104004
les enfants attendent le repas chaud et arrive au lieu de rendez-vous,-9.270679473876953,-11.078399658203125,-8.399858474731445,-7.873315334320068,-9.179927825927734,-8.152312278747559
les enfants attendent le repas chaud et arrivent au lieu de rendez-vous,-8.49966049194336,-11.667827606201172,-7.779743671417236,-7.105045318603516,-8.206310272216797,-7.801036357879639
l'enfant attend le repas chaud et arrivent au lieu de rendez-vous,-9.623836517333984,-11.746391296386719,-8.052400588989258,-9.586698532104492,-12.756068229675293,-10.512332916259766
l'enfant attend le repas chaud et met la nappe sur la table,-8.719511032104492,-11.188396453857422,-8.678796768188477,-6.436285972595215,-6.36394739151001,-6.392573833465576
les enfants attendent le repas chaud et met la nappe sur la table,-9.455842018127441,-10.729338645935059,-9.965401649475098,-8.289406776428223,-8.498726844787598,-7.486384391784668
les enfants attendent le repas chaud et mettent la nappe sur la table,-8.593451499938965,-11.997459411621094,-10.3978910446167,-6.120538234710693,-7.023740291595459,-5.586638450622559
l'enfant attend le repas chaud et mettent la nappe sur la table,-10.088045120239258,-13.823044776916504,-11.204869270324707,-8.87135124206543,-11.661452293395996,-8.016960144042969
