sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
die chirurgen sind zwanzig jahre alt und sprechen viele verschiedene sprachen,-79.0661392211914,-76.92476654052734,-79.8240966796875,-46.42328643798828,-43.73740768432617,-50.353309631347656,-87.61512756347656,-86.40543365478516,-94.46475982666016,-48.966190338134766,-44.149471282958984,-49.611629486083984,-76.74320983886719,-70.00595092773438,-71.69557189941406,-53.03059768676758,-59.050209045410156,-53.77707290649414
die chirurgen sind zwanzig jahre alt und spricht viele verschiedene sprachen,-79.448486328125,-76.37432098388672,-81.08622741699219,-54.472923278808594,-49.39250183105469,-56.109710693359375,-87.89972686767578,-86.33564758300781,-95.5406723022461,-58.02036666870117,-49.781314849853516,-55.89289093017578,-81.2114028930664,-75.61581420898438,-76.7227554321289,-62.403587341308594,-69.77217864990234,-68.43395233154297
die chirurgen sind zwanzig jahre alt und sehen gern fernsehprogramme,-79.65725708007812,-71.0832290649414,-65.13359832763672,-51.77202606201172,-50.78105545043945,-53.42437744140625,-81.94709014892578,-76.02889251708984,-74.20490264892578,-50.717342376708984,-50.69017028808594,-52.65540313720703,-81.8628158569336,-71.05169677734375,-81.34854125976562,-80.07002258300781,-86.70608520507812,-80.76790618896484
die chirurgen sind zwanzig jahre alt und sieht gern fernsehprogramme,-78.37925720214844,-71.72057342529297,-66.39892578125,-54.08207702636719,-55.26406478881836,-55.539344787597656,-83.03752899169922,-76.65319061279297,-76.14797973632812,-54.30493927001953,-56.16682434082031,-56.8129768371582,-83.01016998291016,-72.58586120605469,-83.7874755859375,-75.60130310058594,-81.2171630859375,-79.45399475097656
die chirurgen sind zwanzig jahre alt und sind zwanzig jahre alt,-53.3680305480957,-51.14780044555664,-50.54228591918945,-34.7492561340332,-32.387691497802734,-34.978702545166016,-55.676998138427734,-55.194007873535156,-61.69962692260742,-34.693023681640625,-33.05860137939453,-33.8555908203125,-35.78236770629883,-35.28350067138672,-35.9193000793457,-48.347469329833984,-55.850868225097656,-53.78711700439453
die chirurgen sind zwanzig jahre alt und ist zwanzig jahre alt,-52.71488952636719,-51.47789001464844,-50.29971694946289,-37.67511749267578,-35.07221984863281,-40.700740814208984,-56.522254943847656,-58.262969970703125,-63.57294464111328,-39.096500396728516,-36.815372467041016,-40.57899856567383,-39.993003845214844,-38.86971664428711,-40.09770202636719,-50.646942138671875,-57.824214935302734,-56.43009948730469
die chirurgen sind zwanzig jahre alt und mögen lieber tennis mit seinen kollegen spielen,-92.21355438232422,-85.90814208984375,-88.34852600097656,-93.53934478759766,-86.9150390625,-87.69258880615234,-99.31594848632812,-93.84341430664062,-99.08546447753906,-96.39578247070312,-89.0583724975586,-87.37006378173828,-97.76952362060547,-87.92170715332031,-98.06954193115234,-93.45698547363281,-98.00360870361328,-96.22747039794922
die chirurgen sind zwanzig jahre alt und mag lieber tennis mit seinen kollegen spielen,-92.27127075195312,-84.92742919921875,-86.4847183227539,-89.51907348632812,-84.42536163330078,-88.23284912109375,-96.01507568359375,-93.32205200195312,-98.43379211425781,-95.81627655029297,-87.00950622558594,-89.03992462158203,-93.85598754882812,-86.41791534423828,-94.1490707397461,-93.04763793945312,-97.8612289428711,-95.59236145019531
die chirurgen sind zwanzig jahre alt und schreiben jeden tag in seinem journal,-99.07890319824219,-93.08906555175781,-96.60216522216797,-60.248130798339844,-58.428104400634766,-64.60694885253906,-102.05120849609375,-102.43057250976562,-103.22201538085938,-63.190425872802734,-61.58732986450195,-68.34818267822266,-83.1216812133789,-79.69802856445312,-84.29166412353516,-63.94194793701172,-64.96332550048828,-59.58110046386719
die chirurgen sind zwanzig jahre alt und schreibt jeden tag in seinem journal,-97.56944274902344,-92.1399154663086,-97.58946228027344,-60.90864562988281,-59.29049301147461,-65.37315368652344,-103.8786849975586,-98.11605834960938,-105.26119995117188,-64.55328369140625,-60.0550537109375,-67.0899887084961,-80.92061614990234,-79.11956787109375,-82.34347534179688,-61.6995735168457,-64.71947479248047,-58.28215408325195
die senatoren sind zwanzig jahre alt und sprechen viele verschiedene sprachen,-80.49122619628906,-72.47158813476562,-84.62533569335938,-54.1506233215332,-52.69798278808594,-56.152557373046875,-90.25186920166016,-78.81566619873047,-98.02545166015625,-56.47850036621094,-51.71479034423828,-55.5457649230957,-82.53897857666016,-75.75626373291016,-77.17268371582031,-44.222198486328125,-48.80075454711914,-46.0369873046875
die senatoren sind zwanzig jahre alt und spricht viele verschiedene sprachen,-81.68673706054688,-73.485107421875,-85.75160217285156,-62.592533111572266,-60.60988235473633,-64.34869384765625,-92.21710968017578,-81.3236312866211,-97.63011932373047,-66.07329559326172,-60.91180419921875,-63.88838577270508,-85.8107681274414,-79.6472396850586,-82.49188232421875,-53.306541442871094,-59.27789306640625,-61.557403564453125
die senatoren sind zwanzig jahre alt und sehen gern fernsehprogramme,-76.71739959716797,-66.70288848876953,-67.72687530517578,-57.9012565612793,-62.214290618896484,-61.056739807128906,-76.2470703125,-67.41822052001953,-72.4668197631836,-59.31224822998047,-61.9979248046875,-59.98044204711914,-88.68548583984375,-78.47035217285156,-86.61471557617188,-66.62120819091797,-75.89443969726562,-70.37848663330078
die senatoren sind zwanzig jahre alt und sieht gern fernsehprogramme,-75.7530746459961,-68.80357360839844,-68.8533706665039,-61.26469802856445,-67.99998474121094,-63.906654357910156,-80.74591064453125,-70.7064437866211,-73.65186309814453,-63.81169128417969,-69.39993286132812,-63.27580642700195,-89.80538177490234,-79.64875793457031,-88.95930480957031,-62.382171630859375,-69.64614868164062,-69.60668182373047
die senatoren sind zwanzig jahre alt und sind zwanzig jahre alt,-50.72930145263672,-46.77484130859375,-53.5092658996582,-41.82686233520508,-44.47488021850586,-43.073524475097656,-52.80510330200195,-48.723758697509766,-60.7078971862793,-41.82518005371094,-44.73036575317383,-42.79823684692383,-46.467681884765625,-41.25347900390625,-42.83428192138672,-36.503753662109375,-44.41952133178711,-44.70521545410156
die senatoren sind zwanzig jahre alt und ist zwanzig jahre alt,-50.50164794921875,-47.08524703979492,-54.39167404174805,-46.160953521728516,-49.18709182739258,-50.13836669921875,-54.152042388916016,-52.024288177490234,-63.59775924682617,-48.05162811279297,-51.72228240966797,-50.06315231323242,-49.82112121582031,-43.721580505371094,-46.570091247558594,-38.398101806640625,-46.200050354003906,-47.48543930053711
die senatoren sind zwanzig jahre alt und mögen lieber tennis mit seinen kollegen spielen,-93.22442626953125,-83.69442749023438,-90.99370574951172,-100.7143325805664,-94.19332885742188,-93.61305236816406,-97.93316650390625,-90.38595581054688,-97.21599578857422,-103.48616790771484,-95.83075714111328,-92.49559783935547,-113.49313354492188,-97.2224349975586,-101.9257583618164,-82.84349060058594,-87.43334197998047,-87.756103515625
die senatoren sind zwanzig jahre alt und mag lieber tennis mit seinen kollegen spielen,-92.89229583740234,-82.06331634521484,-88.32941436767578,-96.3783187866211,-93.09829711914062,-94.01708221435547,-93.6120376586914,-90.26346588134766,-99.0744857788086,-103.51901245117188,-94.12635803222656,-92.90828704833984,-109.35786437988281,-95.28516387939453,-97.58602142333984,-81.07762145996094,-88.02332305908203,-87.37940216064453
die senatoren sind zwanzig jahre alt und schreiben jeden tag in seinem journal,-98.62016296386719,-94.77833557128906,-101.78682708740234,-66.09203338623047,-67.80301666259766,-69.68245697021484,-100.29933166503906,-99.78205871582031,-103.09722900390625,-68.01445770263672,-70.12989807128906,-73.76063537597656,-96.04511260986328,-91.8508071899414,-90.49873352050781,-50.86320114135742,-53.52898406982422,-51.04413604736328
die senatoren sind zwanzig jahre alt und schreibt jeden tag in seinem journal,-96.83488464355469,-94.0308837890625,-104.22090148925781,-68.50273132324219,-69.49205017089844,-71.5596694946289,-102.28984069824219,-97.32646179199219,-107.65046691894531,-71.71662902832031,-69.93829345703125,-73.38395690917969,-94.66876220703125,-91.14099884033203,-88.76412200927734,-49.24684143066406,-53.44237518310547,-49.703521728515625
die lehrer sind zwanzig jahre alt und sprechen viele verschiedene sprachen,-62.151493072509766,-57.988609313964844,-66.5589370727539,-55.610755920410156,-55.476417541503906,-56.07999801635742,-65.06534576416016,-61.15370559692383,-70.86222839355469,-58.400733947753906,-53.49155044555664,-55.45661163330078,-54.2620849609375,-52.008968353271484,-51.821441650390625,-47.424781799316406,-51.69487380981445,-47.22489929199219
die lehrer sind zwanzig jahre alt und spricht viele verschiedene sprachen,-62.92100143432617,-58.466590881347656,-67.22394561767578,-62.504947662353516,-61.735260009765625,-60.128074645996094,-65.43800354003906,-59.654747009277344,-73.85600280761719,-67.42691802978516,-60.40654373168945,-59.80259704589844,-59.195152282714844,-58.25632095336914,-57.57451629638672,-56.624794006347656,-62.51332473754883,-62.475582122802734
die lehrer sind zwanzig jahre alt und sehen gern fernsehprogramme,-62.766212463378906,-51.95915603637695,-47.13417053222656,-60.201229095458984,-62.10930633544922,-59.97669982910156,-56.19056701660156,-47.36787796020508,-45.75518035888672,-61.8099479675293,-60.483787536621094,-59.2924690246582,-60.966041564941406,-55.36421203613281,-61.58332061767578,-70.88939666748047,-78.06327056884766,-71.800537109375
die lehrer sind zwanzig jahre alt und sieht gern fernsehprogramme,-60.4046630859375,-52.83963394165039,-48.35472106933594,-62.07517623901367,-66.83924865722656,-62.25782012939453,-57.25271224975586,-49.15686798095703,-48.41381072998047,-64.76795959472656,-65.80487060546875,-62.19496536254883,-62.288665771484375,-56.12565994262695,-63.867897033691406,-66.8931884765625,-72.361328125,-71.82002258300781
die lehrer sind zwanzig jahre alt und sind zwanzig jahre alt,-35.27634048461914,-33.54856872558594,-35.33946990966797,-42.553802490234375,-46.34673309326172,-42.12834167480469,-34.869102478027344,-31.071687698364258,-37.60043716430664,-44.32987594604492,-44.826942443847656,-41.97157287597656,-19.952579498291016,-18.88875961303711,-20.66725730895996,-40.62978744506836,-47.20405578613281,-46.8297119140625
die lehrer sind zwanzig jahre alt und ist zwanzig jahre alt,-33.8679084777832,-33.89039993286133,-35.76456069946289,-45.452274322509766,-49.205116271972656,-46.993736267089844,-33.751502990722656,-34.37554168701172,-40.905120849609375,-48.77790832519531,-48.73966598510742,-46.94554901123047,-24.514598846435547,-22.522802352905273,-24.91172218322754,-43.33733367919922,-49.262386322021484,-49.69049835205078
die lehrer sind zwanzig jahre alt und mögen lieber tennis mit seinen kollegen spielen,-73.28948974609375,-67.47099304199219,-75.23606872558594,-98.50836181640625,-93.46320343017578,-93.90779876708984,-75.57363891601562,-69.4649887084961,-78.47239685058594,-103.57005310058594,-94.23616790771484,-94.61734771728516,-82.20804595947266,-71.77228546142578,-82.18502044677734,-84.01609802246094,-87.80506896972656,-86.71978759765625
die lehrer sind zwanzig jahre alt und mag lieber tennis mit seinen kollegen spielen,-73.71920013427734,-66.68121337890625,-73.17286682128906,-94.56739807128906,-93.23883056640625,-95.28684997558594,-72.56498718261719,-67.31747436523438,-80.96479034423828,-104.66455841064453,-92.76880645751953,-98.0718765258789,-78.4455795288086,-69.6996841430664,-79.04411315917969,-83.21040344238281,-88.50916290283203,-86.28089904785156
die lehrer sind zwanzig jahre alt und schreiben jeden tag in seinem journal,-81.61611938476562,-79.65237426757812,-81.41015625,-66.70349884033203,-69.97125244140625,-69.79568481445312,-79.79356384277344,-83.85102844238281,-79.62602233886719,-70.67735290527344,-71.53810119628906,-74.84125518798828,-69.9007339477539,-70.86300659179688,-69.79100036621094,-53.656158447265625,-55.75410079956055,-52.030853271484375
die lehrer sind zwanzig jahre alt und schreibt jeden tag in seinem journal,-80.66438293457031,-79.23138427734375,-83.00159454345703,-67.34957885742188,-71.38117980957031,-69.67108154296875,-79.9156265258789,-81.2410888671875,-84.05677795410156,-72.61737060546875,-70.35065460205078,-71.86945343017578,-69.85150146484375,-70.42120361328125,-68.86683654785156,-52.046043395996094,-55.5474739074707,-51.780601501464844
die kunden sind zwanzig jahre alt und sprechen viele verschiedene sprachen,-62.328216552734375,-62.306312561035156,-68.04903411865234,-54.593299865722656,-51.51154708862305,-54.23111343383789,-68.42523193359375,-65.41093444824219,-78.62584686279297,-55.9556999206543,-50.77509307861328,-53.50490188598633,-59.88977813720703,-56.430419921875,-57.06244659423828,-41.8268928527832,-48.24627685546875,-46.461181640625
die kunden sind zwanzig jahre alt und spricht viele verschiedene sprachen,-62.944976806640625,-62.1652717590332,-68.75989532470703,-62.93718719482422,-59.851505279541016,-62.93672561645508,-69.48907470703125,-65.32543182373047,-78.06758117675781,-65.05967712402344,-59.24760437011719,-60.82291793823242,-63.314796447753906,-61.87314987182617,-61.75288391113281,-50.782447814941406,-58.827880859375,-61.37911605834961
die kunden sind zwanzig jahre alt und sehen gern fernsehprogramme,-62.46672058105469,-56.439674377441406,-51.599937438964844,-60.70165252685547,-61.1403923034668,-58.15964889526367,-60.438385009765625,-53.081905364990234,-54.56927490234375,-59.65555191040039,-61.24803924560547,-56.505374908447266,-66.7774658203125,-56.38130569458008,-65.89578247070312,-65.85009002685547,-75.67997741699219,-71.4195785522461
die kunden sind zwanzig jahre alt und sieht gern fernsehprogramme,-61.463645935058594,-57.98128128051758,-52.94371032714844,-63.81358337402344,-66.87044525146484,-62.725582122802734,-63.63424301147461,-56.05870819091797,-56.430973052978516,-64.36309814453125,-66.39083099365234,-61.51955032348633,-68.39379119873047,-57.909000396728516,-68.03561401367188,-61.4921875,-69.7863540649414,-70.3386001586914
die kunden sind zwanzig jahre alt und sind zwanzig jahre alt,-35.39575958251953,-36.64424514770508,-37.40487289428711,-43.63235092163086,-42.62997817993164,-40.73069381713867,-36.93480682373047,-35.14597702026367,-42.550418853759766,-42.967350006103516,-42.264244079589844,-38.86098098754883,-25.817840576171875,-21.831100463867188,-21.227306365966797,-35.601585388183594,-45.10897445678711,-45.34440994262695
die kunden sind zwanzig jahre alt und ist zwanzig jahre alt,-34.43755340576172,-37.2894172668457,-36.899085998535156,-47.27088928222656,-47.594573974609375,-48.71207809448242,-37.204532623291016,-39.3700065612793,-44.90287780761719,-48.811954498291016,-48.37830352783203,-46.286014556884766,-29.189212799072266,-24.230995178222656,-24.80475616455078,-37.556339263916016,-46.720672607421875,-48.19832229614258
die kunden sind zwanzig jahre alt und mögen lieber tennis mit seinen kollegen spielen,-69.21540069580078,-69.7817153930664,-73.041259765625,-101.50934600830078,-92.9185791015625,-90.99217224121094,-71.18457794189453,-70.03286743164062,-81.03553771972656,-102.98400115966797,-92.90401458740234,-89.85072326660156,-89.44441223144531,-76.55355072021484,-84.54515075683594,-82.20547485351562,-87.00869750976562,-87.19734191894531
die kunden sind zwanzig jahre alt und mag lieber tennis mit seinen kollegen spielen,-68.67049407958984,-68.62391662597656,-70.61173248291016,-97.09146881103516,-92.73910522460938,-91.98060607910156,-67.67308044433594,-67.92386627197266,-82.49664306640625,-102.61856079101562,-92.54911041259766,-91.20967102050781,-84.15620422363281,-74.0210952758789,-80.48240661621094,-80.49137878417969,-87.30618286132812,-86.92929077148438
die kunden sind zwanzig jahre alt und schreiben jeden tag in seinem journal,-84.26952362060547,-84.76753997802734,-84.96377563476562,-67.18351745605469,-68.8028564453125,-67.6664810180664,-84.18605041503906,-89.27535247802734,-86.70906829833984,-67.96306610107422,-70.93417358398438,-70.82923889160156,-71.18849182128906,-74.501708984375,-74.77374267578125,-50.31644058227539,-53.55036926269531,-50.9433479309082
die kunden sind zwanzig jahre alt und schreibt jeden tag in seinem journal,-82.65306091308594,-83.07613372802734,-86.64523315429688,-69.05503845214844,-71.31551361083984,-70.12605285644531,-86.7906494140625,-84.79912567138672,-89.71248626708984,-70.94692993164062,-70.6846923828125,-70.16527557373047,-70.34589385986328,-74.37384796142578,-72.36976623535156,-48.474212646484375,-53.65534973144531,-50.35688400268555
die polizisten sind zwanzig jahre alt und sprechen viele verschiedene sprachen,-60.95149230957031,-59.63233184814453,-65.66722106933594,-49.26264190673828,-46.36111068725586,-50.42666244506836,-67.88955688476562,-68.12954711914062,-74.35809326171875,-51.35639572143555,-45.64149856567383,-49.79297637939453,-55.42338180541992,-52.350467681884766,-48.520381927490234,-46.49971008300781,-49.727569580078125,-49.38037109375
die polizisten sind zwanzig jahre alt und spricht viele verschiedene sprachen,-61.54510498046875,-59.47808837890625,-66.80742645263672,-59.149925231933594,-54.780303955078125,-57.80863571166992,-67.63883972167969,-67.77440643310547,-74.82666015625,-62.0988655090332,-54.59716796875,-56.77432632446289,-58.176517486572266,-57.38351058959961,-53.749969482421875,-55.97674560546875,-60.49451446533203,-63.59806823730469
die polizisten sind zwanzig jahre alt und sehen gern fernsehprogramme,-65.74745178222656,-54.93623352050781,-51.40027618408203,-53.275909423828125,-55.89325714111328,-55.94454574584961,-64.90238189697266,-56.918609619140625,-56.22880554199219,-53.177974700927734,-54.52295684814453,-55.3023681640625,-62.434661865234375,-55.38521194458008,-61.39356994628906,-70.82946014404297,-76.42998504638672,-76.16836547851562
die polizisten sind zwanzig jahre alt und sieht gern fernsehprogramme,-62.47941589355469,-55.372005462646484,-52.34547424316406,-57.70335388183594,-61.556243896484375,-59.41892623901367,-63.82682800292969,-60.415061950683594,-57.55691909790039,-57.68483352661133,-60.467185974121094,-59.26029586791992,-63.0930061340332,-56.515533447265625,-63.46885299682617,-66.2462158203125,-71.15017700195312,-74.8185806274414
die polizisten sind zwanzig jahre alt und sind zwanzig jahre alt,-36.51599884033203,-34.63359832763672,-38.715789794921875,-38.12670135498047,-38.703857421875,-38.22860336303711,-37.54509353637695,-38.72443389892578,-45.620521545410156,-36.390193939208984,-38.5726432800293,-37.6888427734375,-20.852005004882812,-19.79523468017578,-18.002704620361328,-38.340301513671875,-45.93762969970703,-47.965091705322266
die polizisten sind zwanzig jahre alt und ist zwanzig jahre alt,-35.93352127075195,-35.11446762084961,-38.68601608276367,-43.535011291503906,-43.56193923950195,-45.90596389770508,-38.081817626953125,-43.759883880615234,-48.65984344482422,-43.37714385986328,-44.6356315612793,-45.04880905151367,-24.805002212524414,-22.620573043823242,-22.25790786743164,-40.36176300048828,-47.67049026489258,-50.388763427734375
die polizisten sind zwanzig jahre alt und mögen lieber tennis mit seinen kollegen spielen,-71.28750610351562,-67.89824676513672,-74.6833724975586,-96.66253662109375,-88.20661926269531,-89.43128967285156,-75.6287841796875,-77.4113540649414,-81.58653259277344,-99.00897216796875,-88.8533706665039,-89.97390747070312,-83.504638671875,-75.15238189697266,-82.156005859375,-84.57608795166016,-87.0503158569336,-90.22196960449219
die polizisten sind zwanzig jahre alt und mag lieber tennis mit seinen kollegen spielen,-71.87711334228516,-65.61370849609375,-73.39491271972656,-91.51286315917969,-86.59502410888672,-90.67739868164062,-72.79051208496094,-78.0221176147461,-83.44129943847656,-96.06433868408203,-87.44111633300781,-91.48067474365234,-79.31365203857422,-73.18327331542969,-77.0794906616211,-83.76349639892578,-86.98043823242188,-90.30422973632812
die polizisten sind zwanzig jahre alt und schreiben jeden tag in seinem journal,-84.0671157836914,-83.18037414550781,-86.00439453125,-62.50224304199219,-63.165016174316406,-65.69834899902344,-84.83977508544922,-93.36646270751953,-87.74703216552734,-64.02024841308594,-65.21731567382812,-70.71551513671875,-71.13388061523438,-73.64131164550781,-73.16586303710938,-53.75093078613281,-53.92894744873047,-54.06565856933594
die polizisten sind zwanzig jahre alt und schreibt jeden tag in seinem journal,-82.24073028564453,-81.55193328857422,-87.51908874511719,-64.9803237915039,-66.33918762207031,-67.47785949707031,-84.72978973388672,-88.6494369506836,-91.19405364990234,-67.50579833984375,-65.59589385986328,-69.9157485961914,-69.5391845703125,-71.8851547241211,-71.26742553710938,-51.43758773803711,-53.84040069580078,-52.35441207885742
die piloten sind zwanzig jahre alt und sprechen viele verschiedene sprachen,-61.78180694580078,-58.85887908935547,-64.03284454345703,-57.638458251953125,-54.15629196166992,-59.23890686035156,-66.7659683227539,-62.61493682861328,-74.71887969970703,-60.95729446411133,-53.75062942504883,-58.341033935546875,-61.0745849609375,-55.1627197265625,-54.66777420043945,-43.54793930053711,-47.78268814086914,-49.31167221069336
die piloten sind zwanzig jahre alt und spricht viele verschiedene sprachen,-61.846412658691406,-59.199615478515625,-65.25431060791016,-64.86817932128906,-62.27756881713867,-67.02864837646484,-65.49494934082031,-63.900360107421875,-74.6089096069336,-69.87867736816406,-61.90274429321289,-65.52672576904297,-63.501365661621094,-59.782569885253906,-58.92719650268555,-52.234962463378906,-58.24760818481445,-64.08180236816406
die piloten sind zwanzig jahre alt und sehen gern fernsehprogramme,-66.2429428100586,-54.4202766418457,-50.009029388427734,-59.567039489746094,-61.1949348449707,-62.1700553894043,-62.80009841918945,-48.528202056884766,-57.60693359375,-60.7055778503418,-61.68503189086914,-60.335533142089844,-69.1670150756836,-60.923255920410156,-65.95176696777344,-64.30702209472656,-73.37323760986328,-71.90534973144531
die piloten sind zwanzig jahre alt und sieht gern fernsehprogramme,-64.80602264404297,-56.65393829345703,-51.037071228027344,-62.21503448486328,-67.54026794433594,-66.216796875,-65.08028411865234,-52.78323745727539,-57.594871520996094,-64.81841278076172,-68.48553466796875,-63.813419342041016,-70.93775939941406,-62.599037170410156,-68.2387466430664,-60.364585876464844,-67.2236328125,-71.32093811035156
die piloten sind zwanzig jahre alt und sind zwanzig jahre alt,-37.96673583984375,-35.0184326171875,-37.08349609375,-43.009361267089844,-43.27229690551758,-43.88166809082031,-35.4138069152832,-33.21173858642578,-43.42097091674805,-43.513919830322266,-43.70325469970703,-42.216697692871094,-26.508495330810547,-22.955768585205078,-21.51816749572754,-35.585655212402344,-43.113590240478516,-48.358001708984375
die piloten sind zwanzig jahre alt und ist zwanzig jahre alt,-37.40631866455078,-36.56376647949219,-36.79917907714844,-46.6557731628418,-48.42694091796875,-52.01442337036133,-36.24478530883789,-38.491363525390625,-44.52550506591797,-49.36381912231445,-49.90979766845703,-49.53730010986328,-30.455808639526367,-26.02922821044922,-25.605010986328125,-37.726409912109375,-44.896759033203125,-51.030460357666016
die piloten sind zwanzig jahre alt und mögen lieber tennis mit seinen kollegen spielen,-74.19690704345703,-66.43270874023438,-70.61630249023438,-102.62431335449219,-93.91205596923828,-95.60061645507812,-74.28023529052734,-72.60212707519531,-76.75313568115234,-104.97590637207031,-96.24071502685547,-94.22686004638672,-87.1412124633789,-80.79629516601562,-84.72955322265625,-81.70117950439453,-85.37337493896484,-89.81204986572266
die piloten sind zwanzig jahre alt und mag lieber tennis mit seinen kollegen spielen,-74.77063751220703,-64.46794128417969,-68.42457580566406,-98.4035415649414,-93.00590515136719,-97.22361755371094,-71.1980972290039,-71.281494140625,-77.41900634765625,-105.83543395996094,-95.0110855102539,-95.85902404785156,-82.77080535888672,-78.84337615966797,-79.08489990234375,-79.79972076416016,-85.34934997558594,-89.38550567626953
die piloten sind zwanzig jahre alt und schreiben jeden tag in seinem journal,-86.84463500976562,-83.4433364868164,-84.60617065429688,-67.39811706542969,-69.56343078613281,-71.87042236328125,-85.44688415527344,-87.47150421142578,-88.0972671508789,-70.06573486328125,-73.76339721679688,-75.83041381835938,-72.43075561523438,-76.2104721069336,-72.27395629882812,-50.32178497314453,-51.667236328125,-52.4566764831543
die piloten sind zwanzig jahre alt und schreibt jeden tag in seinem journal,-85.16156768798828,-82.89112091064453,-86.26155090332031,-69.31111907958984,-71.796630859375,-74.05867004394531,-84.99629974365234,-84.6960678100586,-90.36224365234375,-73.00171661376953,-73.43854522705078,-75.37678527832031,-71.53063201904297,-75.68228912353516,-69.97872161865234,-48.45380401611328,-51.78814697265625,-51.327232360839844
die berater sind zwanzig jahre alt und sprechen viele verschiedene sprachen,-77.7083511352539,-76.98231506347656,-84.60951232910156,-59.80263137817383,-53.877159118652344,-57.34410095214844,-85.3180160522461,-84.00167846679688,-90.51266479492188,-62.78618621826172,-52.651275634765625,-60.75700759887695,-70.35821533203125,-63.32550048828125,-62.17127990722656,-45.27317428588867,-51.62487030029297,-48.15583801269531
die berater sind zwanzig jahre alt und spricht viele verschiedene sprachen,-78.16423034667969,-77.21698760986328,-85.77112579345703,-68.1147232055664,-61.55939483642578,-63.261474609375,-83.9384994506836,-82.40724182128906,-92.68718719482422,-72.47772216796875,-61.01524353027344,-66.53959655761719,-74.34139251708984,-68.46434020996094,-67.58422088623047,-54.345027923583984,-62.50689697265625,-63.36297607421875
die berater sind zwanzig jahre alt und sehen gern fernsehprogramme,-79.76690673828125,-73.82588195800781,-69.7876205444336,-65.16631317138672,-64.07904052734375,-60.945228576660156,-80.86626434326172,-72.70764923095703,-72.01912689208984,-66.11103820800781,-63.93632888793945,-63.77544021606445,-80.5277328491211,-68.83406829833984,-72.459716796875,-68.60897064208984,-79.52985382080078,-74.19828033447266
die berater sind zwanzig jahre alt und sieht gern fernsehprogramme,-78.14411926269531,-74.46188354492188,-70.61825561523438,-67.69467163085938,-69.683349609375,-62.99224853515625,-83.07490539550781,-73.44186401367188,-73.91743469238281,-69.70948791503906,-69.54212188720703,-67.37520599365234,-82.13959503173828,-70.05828094482422,-74.45576477050781,-64.81005859375,-74.06208038330078,-73.52229309082031
die berater sind zwanzig jahre alt und sind zwanzig jahre alt,-51.884071350097656,-51.783905029296875,-56.22132110595703,-48.46943283081055,-46.18239974975586,-45.19865417480469,-54.272857666015625,-52.618099212646484,-59.90277862548828,-48.659629821777344,-45.96946334838867,-47.993221282958984,-35.82853317260742,-31.77139663696289,-29.47186279296875,-38.265380859375,-47.875648498535156,-47.25503921508789
die berater sind zwanzig jahre alt und ist zwanzig jahre alt,-50.89983367919922,-52.65048599243164,-55.969573974609375,-51.974979400634766,-50.246768951416016,-50.10442352294922,-54.48078536987305,-56.510990142822266,-61.953102111816406,-53.964813232421875,-50.723758697509766,-54.19467544555664,-38.63239669799805,-34.642662048339844,-33.1638069152832,-40.88495635986328,-49.9757080078125,-50.27006530761719
die berater sind zwanzig jahre alt und mögen lieber tennis mit seinen kollegen spielen,-90.20410919189453,-85.90105438232422,-92.39954376220703,-103.99168395996094,-93.25308227539062,-93.02993774414062,-94.1209487915039,-93.05078125,-97.11483764648438,-107.17943572998047,-94.44876861572266,-96.33399200439453,-101.23392486572266,-86.90960693359375,-93.17571258544922,-84.51817321777344,-90.4585952758789,-89.72025299072266
die berater sind zwanzig jahre alt und mag lieber tennis mit seinen kollegen spielen,-88.69223022460938,-83.65010070800781,-90.37232971191406,-100.34368896484375,-93.39396667480469,-93.10753631591797,-90.28721618652344,-90.38929748535156,-100.45018005371094,-107.62718963623047,-94.94898986816406,-97.68032836914062,-96.30784606933594,-85.01194763183594,-89.29324340820312,-82.6744384765625,-90.47396850585938,-89.29947662353516
die berater sind zwanzig jahre alt und schreiben jeden tag in seinem journal,-99.38764953613281,-97.58930969238281,-104.13297271728516,-70.23676300048828,-70.6362533569336,-70.81478118896484,-100.65538024902344,-104.31803894042969,-102.6508560180664,-72.11534118652344,-73.68077850341797,-79.70144653320312,-83.5582275390625,-85.37004089355469,-79.29637145996094,-52.685394287109375,-57.22171401977539,-54.106346130371094
die berater sind zwanzig jahre alt und schreibt jeden tag in seinem journal,-97.00527954101562,-96.23162078857422,-106.22444915771484,-72.2857437133789,-72.7622299194336,-71.03809356689453,-101.55738830566406,-100.79792785644531,-108.05886840820312,-75.87653350830078,-72.81390380859375,-77.52498626708984,-82.63299560546875,-84.45466613769531,-77.43336486816406,-51.172149658203125,-57.24180221557617,-53.24275588989258
