sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
les sénateurs sont petits et déménage,-53.102386474609375,-49.777618408203125,-48.39361572265625,-93.05557250976562,-117.39094543457031,-100.56599426269531,-73.63754272460938,-81.19246673583984,-76.79167175292969,-109.63790130615234,-129.6803741455078,-118.79606628417969,-112.2995834350586,-111.50492095947266,-106.85126495361328,-71.44234466552734,-60.22795486450195,-60.32176971435547
les sénateurs sont petits et parlent,-45.94091033935547,-48.757667541503906,-45.610679626464844,-61.3315544128418,-73.41177368164062,-62.9749641418457,-57.24764633178711,-76.52659606933594,-67.84551239013672,-74.48239135742188,-80.81169128417969,-71.6087646484375,-58.9076042175293,-56.942527770996094,-54.06256866455078,-70.2929458618164,-58.9870719909668,-55.11219787597656
les sénateurs sont petits et parle,-46.027957916259766,-49.871456146240234,-45.788516998291016,-64.04940795898438,-76.85917663574219,-65.39602661132812,-61.38427734375,-77.878662109375,-67.19000244140625,-78.93101501464844,-91.3386001586914,-73.76231384277344,-61.12010192871094,-63.99227523803711,-58.57318115234375,-68.9842300415039,-60.19021987915039,-55.19260787963867
les sénateurs sont petits et retournent,-48.88493347167969,-51.929466247558594,-46.702537536621094,-60.801021575927734,-73.88715362548828,-63.67472457885742,-66.50979614257812,-83.13044738769531,-73.54801940917969,-71.15274810791016,-79.28556060791016,-68.88211059570312,-60.57182312011719,-64.48551940917969,-63.27925109863281,-68.67369842529297,-60.22606658935547,-58.954933166503906
les sénateurs sont petits et retourne,-48.691612243652344,-48.59337615966797,-44.24440002441406,-62.10647964477539,-75.77922058105469,-67.55496215820312,-62.80640411376953,-74.56177520751953,-65.00060272216797,-74.81121826171875,-88.08747100830078,-76.1457748413086,-60.61753845214844,-61.23016357421875,-54.920738220214844,-69.92369842529297,-61.9670524597168,-60.35437774658203
les sénateurs sont petits et sont petits,-45.87013244628906,-46.57738494873047,-43.41676330566406,-63.24541091918945,-79.0870590209961,-65.60203552246094,-58.9945182800293,-72.11262512207031,-66.44768524169922,-75.6108169555664,-86.6029052734375,-77.40005493164062,-60.648338317871094,-62.927730560302734,-56.61689758300781,-58.51002502441406,-47.499603271484375,-45.815025329589844
les sénateurs sont petits et est petit,-51.73065185546875,-51.76542282104492,-45.897544860839844,-66.14380645751953,-80.68876647949219,-69.26643371582031,-71.88726043701172,-79.69998168945312,-64.40591430664062,-77.61973571777344,-87.87896728515625,-78.2091293334961,-66.51696014404297,-65.64537048339844,-58.70807647705078,-65.58421325683594,-57.42204284667969,-50.46375274658203
les sénateurs sont petits et sont grands,-46.93598175048828,-47.902610778808594,-42.986854553222656,-62.40487289428711,-77.00662994384766,-64.84310913085938,-58.959354400634766,-73.79407501220703,-65.23612976074219,-74.16341400146484,-85.06436157226562,-75.87301635742188,-63.98311996459961,-65.42869567871094,-56.810462951660156,-63.584388732910156,-50.31972885131836,-51.38710403442383
les sénateurs sont petits et est grand,-52.11151123046875,-52.852291107177734,-48.67469787597656,-68.49321746826172,-81.4345932006836,-69.68440246582031,-76.58308410644531,-81.69454193115234,-67.53753662109375,-82.30567169189453,-89.933837890625,-80.78803253173828,-68.17544555664062,-68.15705871582031,-62.06419372558594,-66.4948959350586,-59.802703857421875,-54.04709243774414
les sénateurs sont petits et sont vieux,-51.359230041503906,-52.028053283691406,-47.328983306884766,-65.42903900146484,-78.78857421875,-67.34939575195312,-65.71764373779297,-76.75745391845703,-72.58712768554688,-79.58882141113281,-86.51746368408203,-78.19125366210938,-65.07421875,-67.05787658691406,-59.62327575683594,-72.30850219726562,-57.91800308227539,-54.92441940307617
les sénateurs sont petits et est vieux,-55.36305236816406,-54.33516311645508,-49.8184814453125,-69.59164428710938,-82.67518615722656,-72.67591857910156,-79.79031372070312,-84.61522674560547,-71.6387710571289,-81.77412414550781,-92.32715606689453,-82.10845947265625,-69.55970764160156,-69.67747497558594,-62.9651985168457,-73.7369384765625,-61.3485221862793,-54.540164947509766
les sénateurs sont petits et sont jeunes,-56.69212341308594,-56.376853942871094,-54.31842041015625,-64.28047943115234,-79.20357513427734,-66.45330810546875,-73.31180572509766,-87.39627075195312,-78.45230865478516,-76.91289520263672,-87.65254211425781,-75.9688491821289,-65.52822875976562,-69.07744598388672,-62.486900329589844,-82.89049530029297,-69.2967529296875,-66.7242202758789
les sénateurs sont petits et est jeune,-56.50579833984375,-54.90108871459961,-53.048423767089844,-68.34845733642578,-82.46923828125,-70.95454406738281,-78.6031265258789,-85.2168197631836,-72.09635925292969,-82.86237335205078,-88.63465881347656,-80.98026275634766,-67.39997863769531,-69.86353302001953,-66.670166015625,-76.35435485839844,-68.21537780761719,-59.529693603515625
les professeurs sont petits et déménagent,-53.96978759765625,-50.950443267822266,-43.959754943847656,-73.81584930419922,-81.1073226928711,-74.68136596679688,-61.93988037109375,-58.030879974365234,-61.380306243896484,-76.72199249267578,-92.09796142578125,-94.6923599243164,-82.9284896850586,-91.43136596679688,-88.7950439453125,-62.69318389892578,-52.257423400878906,-64.51835632324219
les professeurs sont petits et déménage,-54.752601623535156,-53.54984664916992,-45.62531280517578,-70.36870574951172,-76.02123260498047,-72.18055725097656,-65.94723510742188,-68.54602813720703,-70.1740951538086,-78.45858764648438,-84.59294891357422,-85.78084564208984,-84.09284210205078,-85.22726440429688,-85.04534149169922,-61.41360092163086,-50.973716735839844,-55.52894592285156
les professeurs sont petits et parlent,-46.2364501953125,-49.371826171875,-41.69358444213867,-33.939273834228516,-32.979347229003906,-30.73601531982422,-49.38260269165039,-55.268898010253906,-59.39101791381836,-37.87211990356445,-36.27410125732422,-31.50693130493164,-25.971738815307617,-28.515151977539062,-24.69057273864746,-56.91650390625,-43.93962097167969,-44.7496337890625
les professeurs sont petits et parle,-45.92339324951172,-49.56901550292969,-42.402122497558594,-38.67306900024414,-37.382972717285156,-34.954750061035156,-52.507225036621094,-57.40947723388672,-55.74718475341797,-43.57426834106445,-41.36973571777344,-39.41931915283203,-27.83791732788086,-32.02276611328125,-28.3585262298584,-59.4913215637207,-48.20783233642578,-44.50658416748047
les professeurs sont petits et retournent,-49.9987678527832,-51.24962615966797,-42.33893966674805,-34.86046600341797,-34.882293701171875,-32.608421325683594,-58.726295471191406,-65.60799407958984,-64.37992095947266,-37.789039611816406,-33.47465515136719,-30.894866943359375,-27.507648468017578,-31.67319107055664,-32.42991638183594,-58.33261489868164,-49.30886459350586,-56.69189453125
les professeurs sont petits et retourne,-48.71790313720703,-48.52692413330078,-40.62143325805664,-37.688690185546875,-36.2669792175293,-36.43975830078125,-55.13383483886719,-55.34931182861328,-54.90200424194336,-43.20362854003906,-40.67488098144531,-41.73476791381836,-27.838695526123047,-30.32033920288086,-26.013946533203125,-64.512939453125,-53.08125305175781,-50.989540100097656
les professeurs sont petits et sont petits,-46.021976470947266,-48.5252799987793,-40.99844741821289,-37.62363052368164,-39.86876678466797,-35.433109283447266,-51.948341369628906,-54.03678894042969,-59.98772048950195,-43.10429000854492,-38.82087707519531,-40.08505630493164,-28.839115142822266,-35.19256591796875,-25.995481491088867,-54.49800109863281,-38.4920768737793,-38.98456954956055
les professeurs sont petits et est petit,-52.14326477050781,-51.123085021972656,-42.489646911621094,-40.85126876831055,-40.398284912109375,-39.14173126220703,-61.989688873291016,-62.76466369628906,-53.96320343017578,-44.675228118896484,-39.48456954956055,-43.62269973754883,-34.65228271484375,-36.79371643066406,-29.55849266052246,-58.6900520324707,-47.139488220214844,-45.15872573852539
les professeurs sont petits et sont grands,-46.70223617553711,-48.969913482666016,-40.39288330078125,-36.357025146484375,-37.893646240234375,-35.31087875366211,-51.39482116699219,-53.86984634399414,-56.44965362548828,-40.0682258605957,-36.81221008300781,-39.45289611816406,-31.957735061645508,-35.33104705810547,-26.024799346923828,-59.80071258544922,-40.399620056152344,-41.974403381347656
les professeurs sont petits et est grand,-51.981109619140625,-52.304466247558594,-45.114131927490234,-42.17545700073242,-40.42760467529297,-39.72097396850586,-65.15752410888672,-63.93306350708008,-57.766475677490234,-48.46139907836914,-41.294700622558594,-44.954994201660156,-35.862281799316406,-37.661590576171875,-33.57700729370117,-58.56504821777344,-49.091739654541016,-46.92106628417969
les professeurs sont petits et sont vieux,-51.731781005859375,-54.4686164855957,-44.615142822265625,-39.68679428100586,-40.14259338378906,-37.38429260253906,-56.398258209228516,-57.33610153198242,-65.10054779052734,-48.01152801513672,-41.124900817871094,-42.49677658081055,-33.39979553222656,-37.401153564453125,-28.658164978027344,-64.7022705078125,-49.31349182128906,-53.87252426147461
les professeurs sont petits et est vieux,-55.26532745361328,-55.19805145263672,-46.75402069091797,-43.77703857421875,-42.42375183105469,-42.44432830810547,-66.99384307861328,-64.75321960449219,-64.47379302978516,-49.7332649230957,-44.105342864990234,-48.55297088623047,-37.63931655883789,-40.51877212524414,-33.201114654541016,-65.90242004394531,-53.107635498046875,-52.6758918762207
les professeurs sont petits et sont jeunes,-57.86369323730469,-57.485050201416016,-50.04475784301758,-37.544376373291016,-40.01917266845703,-36.28371810913086,-63.90150833129883,-67.29068756103516,-71.51055908203125,-41.61343002319336,-41.17686080932617,-40.43495559692383,-32.811195373535156,-37.611324310302734,-30.42601776123047,-74.35693359375,-58.31818389892578,-60.96393966674805
les professeurs sont petits et est jeune,-56.775367736816406,-55.848243713378906,-49.44737243652344,-42.0913200378418,-41.485145568847656,-40.5749626159668,-67.36975860595703,-69.85043334960938,-66.68806457519531,-48.100379943847656,-41.309898376464844,-44.67621612548828,-34.25382995605469,-37.48339080810547,-34.658267974853516,-66.79914855957031,-56.921878814697266,-54.11272048950195
les clients sont petits et déménagent,-45.882781982421875,-40.440799713134766,-37.65448760986328,-78.8824691772461,-84.46174621582031,-73.3106918334961,-37.715576171875,-50.3090705871582,-47.13483810424805,-83.30462646484375,-93.8386001586914,-91.22178649902344,-84.87744903564453,-88.02799987792969,-85.40229797363281,-50.265281677246094,-43.620025634765625,-53.00639343261719
les clients sont petits et déménage,-46.339988708496094,-42.62145233154297,-38.53793716430664,-74.84383392333984,-77.87785339355469,-72.12325286865234,-46.27644348144531,-62.966522216796875,-54.12607955932617,-84.91996765136719,-83.5005874633789,-83.80131530761719,-85.7059555053711,-82.03636169433594,-79.94935607910156,-52.59402847290039,-42.04055404663086,-46.560386657714844
les clients sont petits et parlent,-39.117408752441406,-39.08661651611328,-35.31834411621094,-34.51459503173828,-35.8373908996582,-31.650009155273438,-28.021968841552734,-49.26567459106445,-44.76251220703125,-36.64094161987305,-37.73412322998047,-30.885698318481445,-24.09247589111328,-20.96648406982422,-20.485788345336914,-48.166507720947266,-35.64402389526367,-40.094573974609375
les clients sont petits et parle,-39.03163146972656,-39.27429962158203,-35.374839782714844,-39.3385009765625,-38.79308319091797,-34.150978088378906,-31.69476318359375,-49.62058639526367,-41.06993865966797,-44.985435485839844,-42.80494689941406,-35.060001373291016,-27.257587432861328,-28.5887451171875,-25.75980567932129,-49.06327819824219,-37.77720642089844,-40.72417449951172
les clients sont petits et retournent,-41.344383239746094,-41.688720703125,-35.15932846069336,-34.438419342041016,-32.525291442871094,-31.16692352294922,-35.985557556152344,-56.39774703979492,-46.802696228027344,-33.43488693237305,-31.057456970214844,-27.983325958251953,-27.744068145751953,-28.225452423095703,-31.387771606445312,-50.828880310058594,-40.30126953125,-47.21026611328125
les clients sont petits et retourne,-40.6353759765625,-37.4047966003418,-33.7430419921875,-37.651641845703125,-35.625152587890625,-35.323692321777344,-34.656375885009766,-45.2558708190918,-41.869205474853516,-39.48271942138672,-39.43927764892578,-37.24121856689453,-27.237985610961914,-25.844146728515625,-23.343189239501953,-55.80950927734375,-41.91532897949219,-43.9133186340332
les clients sont petits et sont petits,-38.58113098144531,-37.74357604980469,-33.26486587524414,-34.798343658447266,-35.76788330078125,-30.99764633178711,-33.246646881103516,-46.41718292236328,-46.31651306152344,-34.45573043823242,-33.92020797729492,-31.12462043762207,-27.97382164001465,-26.450578689575195,-23.036230087280273,-38.8704833984375,-26.80260467529297,-29.855249404907227
les clients sont petits et est petit,-45.88309097290039,-41.70025634765625,-34.7686653137207,-38.39350509643555,-38.31639862060547,-36.03994369506836,-41.330631256103516,-52.01919937133789,-44.610801696777344,-38.38585662841797,-38.7701416015625,-37.39494323730469,-33.42205047607422,-28.723220825195312,-26.074060440063477,-43.67886734008789,-34.020870208740234,-34.216705322265625
les clients sont petits et sont grands,-39.47795486450195,-38.610801696777344,-32.965335845947266,-34.79120635986328,-34.93332290649414,-30.7166748046875,-32.96480941772461,-47.149436950683594,-44.2792854309082,-33.6805419921875,-33.38467025756836,-30.68986701965332,-31.04961395263672,-27.6522159576416,-23.3093204498291,-45.46232604980469,-29.716672897338867,-33.17372512817383
les clients sont petits et est grand,-46.490386962890625,-42.970706939697266,-37.755836486816406,-40.478336334228516,-39.50275421142578,-37.03369903564453,-44.27827453613281,-53.89329528808594,-50.17683410644531,-42.8835563659668,-41.12391662597656,-38.85300827026367,-34.63679885864258,-31.302776336669922,-29.725502014160156,-44.53300476074219,-35.871925354003906,-37.360572814941406
les clients sont petits et sont vieux,-45.07720184326172,-43.42888641357422,-37.32746124267578,-38.907867431640625,-37.5295295715332,-33.574195861816406,-37.85280227661133,-48.39011001586914,-50.807647705078125,-39.881771087646484,-37.998321533203125,-35.55535125732422,-31.553743362426758,-30.142200469970703,-26.51541519165039,-51.38897705078125,-39.10836410522461,-44.511566162109375
les clients sont petits et est vieux,-50.197723388671875,-45.798065185546875,-39.313968658447266,-42.081783294677734,-41.372745513916016,-39.25985336303711,-49.35055160522461,-57.12158203125,-54.65209197998047,-42.34400939941406,-42.23793029785156,-41.89072036743164,-36.112159729003906,-32.66752243041992,-30.378477096557617,-52.9632453918457,-41.23371124267578,-42.29680252075195
les clients sont petits et sont jeunes,-51.11488723754883,-47.089176177978516,-44.18074035644531,-37.223487854003906,-37.17557907104492,-33.143009185791016,-47.19988250732422,-59.393741607666016,-53.95387268066406,-37.09883499145508,-37.468204498291016,-32.35319519042969,-32.95417022705078,-31.5496826171875,-29.41193389892578,-64.42874145507812,-48.32266616821289,-52.91781997680664
les clients sont petits et est jeune,-51.05143737792969,-46.58651351928711,-43.04542541503906,-41.78373718261719,-41.22018814086914,-38.897891998291016,-50.816558837890625,-61.46581268310547,-55.925559997558594,-43.47364044189453,-42.82884216308594,-40.28619384765625,-35.45993423461914,-33.028072357177734,-32.455772399902344,-54.66007614135742,-44.82819747924805,-44.25410461425781
les officiers sont petits et déménagent,-66.0861587524414,-59.77714157104492,-58.38052749633789,-72.01229858398438,-79.58770751953125,-70.27610778808594,-79.041259765625,-72.32801055908203,-81.6085433959961,-75.58826446533203,-87.73490905761719,-87.17913818359375,-84.26665496826172,-87.61575317382812,-85.78280639648438,-74.36752319335938,-63.194000244140625,-70.89923095703125
les officiers sont petits et déménage,-64.09063720703125,-59.54740524291992,-57.43760299682617,-67.88536071777344,-75.11438751220703,-68.6413803100586,-84.55194091796875,-80.16282653808594,-80.86054229736328,-76.6316909790039,-79.43365478515625,-79.40223693847656,-86.83824157714844,-81.51638793945312,-82.27674102783203,-71.01748657226562,-61.57236099243164,-61.83414840698242
les officiers sont petits et parlent,-59.88612365722656,-57.868995666503906,-54.971622467041016,-30.02084732055664,-30.234447479248047,-27.881805419921875,-70.54503631591797,-72.38198852539062,-77.78688049316406,-31.425188064575195,-30.785802841186523,-29.033830642700195,-26.19640350341797,-25.02111053466797,-23.311710357666016,-66.02108001708984,-53.919464111328125,-57.40565490722656
les officiers sont petits et parle,-57.769493103027344,-57.410423278808594,-53.79844665527344,-34.506771087646484,-35.42188262939453,-33.14436340332031,-70.04351806640625,-76.83757019042969,-76.85477447509766,-38.58980178833008,-37.966209411621094,-37.261322021484375,-28.98665428161621,-30.551013946533203,-27.000328063964844,-67.57398986816406,-59.595767974853516,-57.538360595703125
les officiers sont petits et retournent,-62.072059631347656,-59.857421875,-56.54585647583008,-29.60443687438965,-29.36957550048828,-28.4057559967041,-75.11131286621094,-79.60831451416016,-82.44621276855469,-30.417943954467773,-26.324697494506836,-26.95932960510254,-26.234222412109375,-27.890995025634766,-28.003219604492188,-71.0691146850586,-56.87483596801758,-67.85027313232422
les officiers sont petits et retourne,-59.90483856201172,-55.382423400878906,-52.85737228393555,-32.22864532470703,-32.011207580566406,-31.915843963623047,-77.90052032470703,-71.34630584716797,-73.79351043701172,-36.604042053222656,-34.616661071777344,-35.786415100097656,-26.12688446044922,-26.783693313598633,-22.90645408630371,-73.8096923828125,-56.67206954956055,-58.859519958496094
les officiers sont petits et sont petits,-57.937171936035156,-55.999141693115234,-55.7879524230957,-31.11154556274414,-33.89542770385742,-30.497060775756836,-72.16636657714844,-68.40203857421875,-77.62590026855469,-31.81666374206543,-31.259668350219727,-32.17073059082031,-27.727304458618164,-31.529136657714844,-26.255874633789062,-52.428680419921875,-46.007808685302734,-45.01723098754883
les officiers sont petits et est petit,-64.89958953857422,-62.03717041015625,-56.11174774169922,-34.66322326660156,-35.990081787109375,-35.75403594970703,-79.47286987304688,-73.82008361816406,-80.31352233886719,-34.86323928833008,-34.390079498291016,-37.80139923095703,-33.24177932739258,-33.18971252441406,-28.426525115966797,-59.12046432495117,-52.781227111816406,-50.19378662109375
les officiers sont petits et sont grands,-59.0426025390625,-57.17837142944336,-55.164154052734375,-31.088790893554688,-33.620506286621094,-30.856834411621094,-69.40185546875,-70.80037689208984,-75.55113220214844,-31.203603744506836,-31.048181533813477,-32.82003402709961,-30.35673713684082,-32.41254806518555,-26.068687438964844,-61.16038513183594,-48.73467254638672,-49.77528762817383
les officiers sont petits et est grand,-66.16954803466797,-63.79656219482422,-58.57584762573242,-37.180538177490234,-37.22414779663086,-37.27361297607422,-83.91536712646484,-77.91048431396484,-81.72767639160156,-38.28455352783203,-35.85887908935547,-41.88368225097656,-34.51979064941406,-34.35627365112305,-32.15000915527344,-62.61469268798828,-55.18655014038086,-54.109195709228516
les officiers sont petits et sont vieux,-64.0730209350586,-61.81475830078125,-58.68333435058594,-34.19266128540039,-35.31800079345703,-33.33537673950195,-72.83129119873047,-72.77755737304688,-83.75049591064453,-35.965877532958984,-33.9526481628418,-35.56674575805664,-31.3046817779541,-35.08559799194336,-28.478191375732422,-66.36773681640625,-55.71576690673828,-58.62177276611328
les officiers sont petits et est vieux,-69.15923309326172,-65.60943603515625,-61.118064880371094,-37.95278549194336,-38.289127349853516,-38.87520980834961,-85.03012084960938,-79.09552001953125,-90.60899353027344,-37.73347473144531,-38.13935089111328,-42.55329513549805,-35.894386291503906,-37.39034652709961,-32.18484115600586,-68.84437561035156,-59.03447723388672,-57.4653434753418
les officiers sont petits et sont jeunes,-69.781494140625,-64.87026977539062,-64.67352294921875,-32.589046478271484,-34.753482818603516,-31.869598388671875,-82.20164489746094,-81.78336334228516,-87.71762084960938,-33.82292175292969,-35.87974166870117,-32.081138610839844,-30.594514846801758,-34.77854537963867,-30.22529411315918,-82.45381164550781,-66.22430419921875,-66.94044494628906
les officiers sont petits et est jeune,-70.4437484741211,-66.05696868896484,-63.12497329711914,-36.6744499206543,-37.7212028503418,-38.0889778137207,-87.46038818359375,-80.53172302246094,-90.2916259765625,-37.74919509887695,-37.13481903076172,-39.29450607299805,-33.080467224121094,-34.73002624511719,-33.05638122558594,-72.88111877441406,-64.22254180908203,-61.55060958862305
les pilotes sont petits et déménagent,-58.67800521850586,-48.419681549072266,-47.88827133178711,-78.04340362548828,-84.3850326538086,-72.47553253173828,-67.55701446533203,-67.44599914550781,-61.909889221191406,-80.18331909179688,-95.81277465820312,-95.6020278930664,-82.48949432373047,-84.08316040039062,-84.2071762084961,-54.11076354980469,-51.18959045410156,-56.326316833496094
les pilotes sont petits et déménage,-55.752403259277344,-47.5788688659668,-45.854488372802734,-73.44165802001953,-80.7671127319336,-71.00910949707031,-67.49703216552734,-71.28543090820312,-63.88325500488281,-80.01598358154297,-88.95600128173828,-88.47400665283203,-84.4510726928711,-78.30423736572266,-80.88494873046875,-57.57667541503906,-52.1261100769043,-47.71356964111328
les pilotes sont petits et parlent,-51.8689079284668,-46.33161926269531,-45.52592849731445,-33.64284896850586,-36.488037109375,-30.26219367980957,-62.07167053222656,-67.07212829589844,-61.15107727050781,-36.092857360839844,-38.16925811767578,-34.87550735473633,-27.85727882385254,-24.677953720092773,-23.753433227539062,-55.64098358154297,-48.629371643066406,-43.988773345947266
les pilotes sont petits et parle,-50.780189514160156,-45.49776840209961,-45.08352279663086,-37.441532135009766,-38.9271354675293,-33.10289764404297,-61.84724426269531,-64.47643280029297,-57.48609924316406,-42.77997589111328,-43.34927749633789,-38.135921478271484,-29.182830810546875,-29.693954467773438,-28.056732177734375,-53.87028503417969,-51.933189392089844,-45.518917083740234
les pilotes sont petits et retournent,-54.60531234741211,-48.86823654174805,-46.453372955322266,-31.325183868408203,-34.03049087524414,-28.506711959838867,-62.456581115722656,-73.44320678710938,-64.10839080810547,-33.07203674316406,-32.85393524169922,-28.62505531311035,-26.60309600830078,-26.101293563842773,-27.175697326660156,-55.16460037231445,-51.086463928222656,-50.92123794555664
les pilotes sont petits et retourne,-51.793785095214844,-44.858951568603516,-44.41127395629883,-34.26863479614258,-35.2017822265625,-32.913658142089844,-66.2199935913086,-64.54959106445312,-60.28369903564453,-39.552452087402344,-38.52986145019531,-37.88676071166992,-25.763809204101562,-25.67876434326172,-23.058706283569336,-59.3802375793457,-49.599769592285156,-47.647003173828125
les pilotes sont petits et sont petits,-51.654701232910156,-43.87045669555664,-44.277008056640625,-34.64509201049805,-39.63195037841797,-32.264408111572266,-62.6043815612793,-64.43312072753906,-64.64936065673828,-35.91404724121094,-38.522666931152344,-36.53629684448242,-27.887468338012695,-29.670948028564453,-26.411693572998047,-41.809661865234375,-37.36628341674805,-32.812225341796875
les pilotes sont petits et est petit,-58.702537536621094,-45.93869400024414,-47.031368255615234,-36.92267608642578,-39.55720520019531,-35.96832275390625,-71.28244018554688,-67.96183776855469,-64.27521514892578,-35.88224792480469,-38.11210632324219,-38.247379302978516,-33.22496795654297,-31.903268814086914,-28.766098022460938,-47.7119255065918,-44.828330993652344,-36.39825439453125
les pilotes sont petits et sont grands,-52.496543884277344,-45.412410736083984,-43.74569320678711,-34.089927673339844,-38.58430480957031,-32.30656814575195,-61.30722427368164,-65.81034851074219,-61.19527816772461,-34.26933288574219,-37.54669952392578,-36.23287582397461,-30.201080322265625,-30.486289978027344,-26.061248779296875,-48.13760757446289,-39.991519927978516,-38.28300094604492
les pilotes sont petits et est grand,-59.72834014892578,-47.2453727722168,-49.81505584716797,-39.6216926574707,-40.397796630859375,-37.09850311279297,-73.77172088623047,-69.33238220214844,-66.29597473144531,-40.19288635253906,-42.13518524169922,-40.51335906982422,-34.17361068725586,-33.2043342590332,-31.63102149963379,-49.76142501831055,-47.887359619140625,-40.514888763427734
les pilotes sont petits et sont vieux,-56.82655715942383,-50.11183547973633,-47.96797180175781,-38.19077682495117,-40.0794677734375,-34.68440246582031,-65.15734100341797,-68.53608703613281,-70.00931549072266,-40.88526916503906,-39.58007049560547,-39.31742477416992,-32.0360107421875,-33.3698616027832,-29.358076095581055,-54.94170379638672,-48.36141586303711,-46.318294525146484
les pilotes sont petits et est vieux,-62.17949676513672,-51.14640426635742,-52.073089599609375,-41.36187744140625,-41.63172912597656,-39.395164489746094,-79.46611785888672,-74.18023681640625,-77.18428802490234,-41.574462890625,-42.88850402832031,-43.462467193603516,-36.37038040161133,-35.9788932800293,-32.32663345336914,-56.56438446044922,-51.86152648925781,-44.634376525878906
les pilotes sont petits et sont jeunes,-63.06901931762695,-52.76424789428711,-54.67021560668945,-35.68370819091797,-38.94652557373047,-33.16856384277344,-75.97181701660156,-77.5118637084961,-73.55359649658203,-38.020294189453125,-40.83637237548828,-36.15237808227539,-29.888511657714844,-32.62513732910156,-29.745908737182617,-68.3948745727539,-61.50170135498047,-54.348716735839844
les pilotes sont petits et est jeune,-63.94636917114258,-51.88398361206055,-54.31757736206055,-39.95584487915039,-40.916954040527344,-37.397056579589844,-79.81937408447266,-76.06298828125,-73.25709533691406,-40.54350662231445,-42.2627067565918,-39.804115295410156,-31.090991973876953,-33.03302001953125,-32.40740966796875,-60.15846252441406,-56.78935623168945,-49.16831588745117
les consultants sont petits et déménagent,-45.469303131103516,-45.31095886230469,-45.25141143798828,-73.2281265258789,-84.14728546142578,-71.09001159667969,-51.18367004394531,-62.212642669677734,-58.4000244140625,-76.255126953125,-90.55754852294922,-91.10445404052734,-93.0762939453125,-96.81538391113281,-100.34638977050781,-61.697017669677734,-53.13050842285156,-58.95095443725586
les consultants sont petits et déménage,-45.30018615722656,-45.06012725830078,-45.38921356201172,-69.60214233398438,-79.33648681640625,-69.21941375732422,-52.16785430908203,-63.1270751953125,-61.96558380126953,-78.2289047241211,-84.48120880126953,-82.47265625,-94.99522399902344,-91.12168884277344,-96.98583984375,-62.71586990356445,-50.59278869628906,-53.992347717285156
les consultants sont petits et parlent,-38.462364196777344,-42.19121551513672,-43.96965789794922,-32.32635498046875,-34.36906051635742,-31.303171157836914,-39.12388229370117,-53.464622497558594,-56.367347717285156,-35.76871871948242,-32.506317138671875,-34.418582916259766,-37.11565399169922,-34.38526153564453,-35.25225067138672,-60.861454010009766,-44.60112762451172,-46.836544036865234
les consultants sont petits et parle,-38.221065521240234,-42.30310821533203,-42.91566848754883,-37.05381774902344,-40.55952072143555,-36.52861022949219,-42.50933837890625,-53.652889251708984,-51.435638427734375,-45.60112762451172,-42.76183319091797,-41.53513717651367,-40.63983154296875,-41.294837951660156,-38.386512756347656,-59.66505432128906,-49.0250244140625,-47.52276611328125
les consultants sont petits et retournent,-43.04731750488281,-46.38019561767578,-44.49942398071289,-32.59620666503906,-36.63657760620117,-32.97292709350586,-46.381614685058594,-68.3507308959961,-61.827735900878906,-35.30814743041992,-32.0479850769043,-35.77803039550781,-38.60504150390625,-39.17337417602539,-41.344600677490234,-62.8242301940918,-49.51951217651367,-54.443077087402344
les consultants sont petits et retourne,-40.18855285644531,-42.43531036376953,-41.718719482421875,-35.11153793334961,-39.09212112426758,-36.535804748535156,-42.97602844238281,-56.250606536865234,-51.263126373291016,-40.907501220703125,-40.337547302246094,-43.71287155151367,-40.09161376953125,-37.50741195678711,-35.77964401245117,-69.16180419921875,-53.879512786865234,-54.55506134033203
les consultants sont petits et sont petits,-36.94023513793945,-41.146270751953125,-41.10360336303711,-36.47529220581055,-42.9687385559082,-35.557273864746094,-40.401893615722656,-52.86740493774414,-57.87108612060547,-40.5274658203125,-39.02581024169922,-41.737586975097656,-39.99030303955078,-39.782623291015625,-36.1689567565918,-54.9454460144043,-38.60407257080078,-42.691627502441406
les consultants sont petits et est petit,-44.74885177612305,-44.496559143066406,-43.91642761230469,-38.337013244628906,-43.798744201660156,-39.02849197387695,-48.264427185058594,-56.663108825683594,-58.03416061401367,-42.36075973510742,-40.475128173828125,-44.46051788330078,-45.910545349121094,-42.41610336303711,-38.591312408447266,-59.26911926269531,-45.9099006652832,-46.442588806152344
les consultants sont petits et sont grands,-37.83649826049805,-42.27984619140625,-41.2746696472168,-35.89522171020508,-41.16071701049805,-35.30598449707031,-37.685546875,-53.58915328979492,-57.5597038269043,-39.57340621948242,-37.47847366333008,-41.57909393310547,-43.17669677734375,-41.252838134765625,-35.85283660888672,-60.06536865234375,-39.758846282958984,-46.225982666015625
